doc1	彩色兵马俑修复展出 首现古人合成的“中国紫”“中国蓝”
doc8979	【吉网调查】买了机票却不让你坐 遇到机票超售咋维权
doc8980	再接举报执法人员蹲守一夜 逐一检查合隆镇冷库
doc8981	【吉网独家】吉林省气温走“下坡路” 奉上《防寒手册》
doc8982	禁渔期结束 天津举行首届开海节
doc8983	天津口岸首次退运不合格进口净水器
doc8984	高清：60名在华交流学习的外媒记者云集报道厦门会晤
doc8985	清水河县：爱心家园让孤寡贫困老人颐养天年
doc8986	在酒店办婚宴不用驻场婚庆就会被收取场地费
doc8987	贫困者优先就业
doc8988	【记者手记】全运会点燃每一个人的运动热情
doc8989	跨上和谐发展黑骏马——内蒙古辉煌70系列述评之民生发展篇
doc8990	鄂温克旗：“菜单式”扶贫为贫困户端上“可口菜”
doc8991	西藏自治区文化厅与西藏民大签订重大课题合作协议
doc8992	丰镇市公安局破获一起散布谣言案
doc8993	为了守护北疆安宁
doc8994	内蒙古全区社会面防控工作视频会议召开
doc8995	99公益日爱心回访：过去的一年，他们怎么样了？
doc8996	奥迪男辱骂环卫工 只因多次随便扔垃圾被女环卫工制止
doc8997	江苏3.15互联网消费投诉咨询服务日超百万人关注
doc8998	孩子被撞家长互殴 家长替孩子出头一言不合就动手对孩子好吗
doc8999	艺术家宋宝罗去世享年102岁 因毛主席一句话名扬海内外
doc9000	江苏3.15互联网消费投诉咨询服务日超百万人关注
doc9001	台湾青年在北京创业研习 模拟路演试水温
doc9002	北体大成立中国篮球运动学院
doc9003	郑泽晖接任中山市副市长、市公安局局长
doc9004	经开区部署下半年工作 推进吴圩空港经济区建设
doc9005	广东省海洋渔业局升格为厅 文斌任首任厅长
doc9006	南宁经开区上半年经济稳中向好
doc9007	陈如桂当选中山市人大常委会主任 焦兰生当选中山市市长
doc9008	新加坡年轻一代采访二战亲历者
doc9009	清华大学与肯尼亚内罗毕大学开展人才培养等合作
doc9010	经开区：因地制宜打造示范村屯
doc9011	景李虎接任广东省教育厅厅长
doc9012	南宁经开区举办工伤保险宣传活动暨企业专场招聘会
doc9013	任嘉伦亮相《开学第一课》 献唱《中国话》
doc9014	湄潭启动居民健康素养监测工作
doc9015	山东省在奥斯陆举行推介会吸引海外人才
doc9016	报道追踪：南京联通承诺减免五年来显费
doc9017	姑苏消保委外卖调查: 中餐为主 最关心食品安全
doc9018	中美电影节和中美电视节将于10月底在洛杉矶开幕
doc9019	防滴漏 南宁水泥搅拌车出门戴“口罩”
doc9020	“城市更新论坛暨存量改造基金启动仪式”在沪举行
doc9021	“尬舞机”刘维火星挑战体操 惊爆内幕
doc9022	重庆市制定出台运用监督执纪“四种形态”办法
doc9023	53指机器人VS郎朗 《开学第一课》迎人机大战
doc9024	江苏工商服装抽检显示：童装衣带不安全 孕妇防护服无“防护”
doc9025	《青春最好时》三校草醋意大发张雪迎何去何从
doc9026	山东今年专项整治医疗美容等 打击"两非"代孕
doc9027	海胶集团总裁李宝友到新中分公司进行调研(图)
doc9028	91%的海垦城镇户籍贫困人口已移交所在居管理
doc9029	海垦控股集团开农场农业用地规范管理工作专题会
doc9030	海南中燃能源发展有限公司入驻八一总场公司(图)
doc9031	不再坐等业务主动上门 海垦设计院"走出去"闯市场
doc9032	个人信息保护与泄漏系列报道之二： 三问通信运营商 如何加强个人信息保护?
doc9033	海垦商贸物流推进资产资源整合、产业优化升级
doc9034	《那年花开》高远登场 PK孙俪火药味浓
doc9035	3名“大老虎”案同日宣判
doc9036	印度孟买楼房垮塌已致至少18人死 数十人仍被困
doc9037	险企初尝转型甜头 保障类产品保费大增
doc9038	阳光人寿发行首单保单贷款ABS项目
doc9039	七成多垃圾焚烧企业完成“装、树、联”
doc9040	开启战略伙伴关系的新视野
doc9041	符帅，从贫困户里走出的“北大生”
doc9042	白莲池街道开启“延时服务”模式 方便群众办事
doc9043	“一带一路”助力非洲经济起飞
doc9044	9月新规新举：外卖明确配送细节 取消手机国内漫游费
doc9045	特技演员周冠兆为演出受伤 身上骨折20多处
doc9046	取消漫游费“无需申请”，你感动吗？
doc9047	“中华台北奥委会”改名未通过 岛内教练：若被禁赛将是体坛损失
doc9048	上月10城房价现2016年内环比首跌
doc9049	守望精神家园托起绿色梦想 三代护鹤人共铸“扎龙精神”
doc9050	第20届北京艺术博览会开幕 中外百家画廊及艺术机构参展
doc9051	污染职业举报人该不该设？
doc9052	香港名吃“鸡蛋仔”有了自己的“艺术节”
doc9053	格林美年环保投入过亿 核心子公司仍屡遭投诉
doc9054	外卖热背后 白色污染卷土重来
doc9055	陈卫炜：从高职生到国外高校博士生的“抗争”
doc9056	贫困生不得常去网吧并不离谱
doc9057	中共中央政治局会议建议：党的十九大10月18日在北京召开
doc9058	走进高雄盐埕 记录别样的“铜板”美食文化
doc9059	长春7条公交线路会展中心就近设站
doc9060	郝明义批民进党强推“前瞻”是饮鸩止渴:他们会付出代价
doc9061	烘焙出自己的人生
doc9062	口腔健康不能忽视，素士声波电动牙刷给你非一般的口腔护理
doc9063	恰同学少年 中国大学迎来“00后”
doc9064	环球黑卡:走亲民化路线,同时拥有高端特权
doc9065	陕西省持续推进沿黄生态城镇带建设
doc9066	《给孩子的截句》种下诗意种子
doc9067	闹市“临时产房”文明城市最美的风景
doc9068	精彩非凡!中影艺考表演学院第二期结课汇报完美落幕
doc9069	居民跨省异地就医结算备案工作开始
doc9070	解放军战机频繁绕台是为"攻台"做准备?国防部回应
doc9071	发改委多举措 推进资源枯竭型城市转型
doc9072	独木何以成林
doc9073	在通达现实中彰显时代气韵
doc9074	郭晋龙：研发的“钢轨焊缝双频正火设备及工艺”助中国高铁稳步腾飞
doc9075	智利葡萄酒协会推荐 | 足球名帅—佩莱格里尼为“智利周”助威
doc9076	10月1日起驾考新规正式实施 未考科目按新标准
doc9077	88名“太平演说家”赴京参赛 广西3名选手载誉而归
doc9078	春节临近 购房者可抓住优惠期购房
doc9079	以金砖精神引领全球经济治理体系变革
doc9080	为报父恩，寒门小伙逆袭成“学霸”（图）
doc9081	“文狮子”让孩子们过把瘾
doc9082	第六届东北亚智库论坛在长春召开
doc9083	莓兽饮品，保姆式扶持，助你开店无忧
doc9084	北京大妈嘻哈走红 与老公买DR钻戒互怼竟成神rap
doc9085	咪蒙新作：现代人表面不正经内心向往纯爱
doc9086	国民党智库将改组 现任董事长为洪秀柱
doc9087	长春小伙购买万科金域小区房屋 交房后竟发现客厅“缩水”了
doc9088	如何经营好一家奶茶店，如果生意不好怎么办？
doc9089	台陆委会称课纲减文言文不涉及“去中” 遭台网友秒打脸
doc9090	中塞友好根深叶茂（大使随笔）
doc9091	长春楼市连续三周供应挂零 预热缓慢 购房者淘房好时机
doc9092	房企造镇 突围三四线城市
doc9093	抚州加强生活污水处理设施建设
doc9094	中国男足1∶0战胜乌兹别克斯坦队
doc9095	春节将近 返乡置业或拉动长春楼市成交
doc9096	外交部：期待美方同朝方加强接触
doc9097	7250元/平方米 长春住宅周成交均价平稳
doc9098	郜林点球破门！国足一球小胜乌兹别克斯坦
doc9099	“一带一路”倡议下中俄各领域合作稳步推进
doc9100	NASA：大型小行星将与地球安全“擦肩而过”(图)
doc9101	长春台北大街、繁荣路、新竹路等路段要施工
doc9102	传递好中俄友谊的接力棒
doc9103	8月中国制造业PMI显示中国经济运行保持稳中趋升
doc9104	国志锋：塞罕坝里的“啄木鸟”医生（图）
doc9105	以巡视整改实效迎接党的十九大胜利召开
doc9106	2017申报“数据科学与大数据技术”专业本科院校数量再创新高
doc9107	男曲首战大捷完胜对手
doc9108	公安部通令嘉奖内蒙古公安机关圆满完成自治区成立70周年庆祝活动安保任务
doc9109	中央文明办发布8月中国好人榜
doc9110	内蒙古森林面积达3.73亿亩
doc9111	中国文物艺术品拍卖总成交466.1亿元 海外市场下滑
doc9112	游客注意了！泰国普吉岛海域发现鳄鱼 至今未捕获
doc9113	陕西省8人登上8月“中国好人榜”
doc9114	洛阳发现曹魏时期高等级墓葬 墓主人身份待论证
doc9115	台湾少数民族痛批蔡英文欺骗 高喊“知错不改”
doc9116	上海洗碗工薪水已接近22K? 台湾年轻人到大陆寻找机会
doc9117	来谈一场跨文化恋爱（图）
doc9118	10岁“乖乖女”原是男儿身
doc9119	顾殿江：塞罕坝一张“活地图”（图）
doc9120	再创新高 长春商品住宅周成交均价7200元/平
doc9121	《那年花开》热播 张晨光成最冤“背锅侠”
doc9122	春节期间 长春商品住宅周成交均价维持7字头
doc9123	聚焦东北亚博览会：香港设计廊展现中国创意
doc9124	蔡英文独断专行让台湾民众“无路可走” 斥巨资做无用功套路太多
doc9125	亲生儿女因家境贫困辍学 他们仍坚持供养侄女上大学
doc9126	机械大师谭伟明：手握锉刀，在坚守的路上“淬火成形”（组图）
doc9127	开学前后严查校园周边文化市场
doc9128	“我们的中国梦·精彩草原故事”微电影短视频广播剧作品展播活动启动
doc9129	优装美家&ofo小黄车推出联名卡
doc9130	大黑山，他一守就是31年
doc9131	一位浙江小伙儿爱的“反哺行”
doc9132	住银，改善租房环境更真实,更值得信赖
doc9133	长安通凤城八路和北客站网点今启用
doc9134	长春全面启动实施小学生课后免费托管服务蓓蕾计划
doc9135	山西：五老峰云海美如画
doc9136	在通达现实中彰显时代气韵
doc9137	武汉大学生买房打八折 大学生：值得期待
doc9138	房地产开发投资增速回落 楼市涨幅触顶迹象明显
doc9139	和平方舟医院船离开吉布提前往西班牙
doc9140	百名红通人员刘常凯回国投案
doc9141	美议员提案邀台参加海空演习 日媒：“哄骗”台当局而已
doc9142	赵科 赖怡：核心自我评价与生活满意度影响学生学业成就
doc9143	林全否认赖清德将入主“行政院” 盼舆论不要再揣测
doc9144	汽车自主品牌：弯道超车的时刻终于来临？
doc9145	达日玛获马术项目场地障碍个人决赛银牌
doc9146	吕国英“气墨灵象”艺术论七：气墨灵象 超验境界
doc9147	9月新规新举：外卖明确配送细节 取消手机国内漫游费
doc9148	第九届花博会“云轨”旅游专线正式通车
doc9149	美国要求俄关闭驻旧金山领事馆 双边关系再受挫
doc9150	外媒关注中共中央建议十九大于10月18日召开
doc9151	国美华人金融：你与月入3万的煎饼摊大妈差别在哪里？
doc9152	法国蓝色海岸大区旅游业逐步回暖
doc9153	“哈维”飓风折射气候变化之忧
doc9154	贵州水矿集团公司那罗寨煤矿工会服务上墙更上心
doc9155	研究人员：脂肪不可怕 适度摄入有利健康
doc9156	比利时奢侈马术比赛 配专人为“选手”按摩疏导情绪
doc9157	国内油价今迎调价窗口 料出现年内首次“二连停”
doc9158	芬航将开通赫尔辛基至南京直飞航线
doc9159	“治沙愚公”图布巴图：两棵胡杨树 坚守小院中
doc9160	5岁女捐肝 两宝宝获救
doc9161	第74届威尼斯电影节开幕
doc9162	天津大港油田采三六区“人人都是讲解员”
doc9163	聚焦十九大：献“智”国际规则中国融入世界舞台
doc9164	“我们的乌兰牧骑！”
doc9165	美国二季度经济增速反弹 温和增长基本面未改
doc9166	南非国家公园鳄鱼要吃角马 河马张嘴相救
doc9167	连续几日遭遇季风强降雨 孟买交通要瘫痪了
doc9168	2名中国游客在泰国曼谷遭歹徒砍伤 凶手被抓获
doc9169	在通达现实中彰显时代气韵
doc9170	校外治安恶劣 加大伯克利分校提供贴心安防服务
doc9171	优秀传统文化滋养创新创业
doc9172	美国多家机构呼吁将有吸烟镜头电影定为“限制级”
doc9173	海南旅游客运服务平台三年运输游客2769万人
doc9174	休斯敦洪灾肆虐 市长疏散应急能力受质疑
